id,company,avgStockPrice,date
543,26,430.01,2022-07-22T14:43:03.500Z
544,12,937.72,2022-07-22T14:43:03.500Z
545,14,1822,2022-07-22T14:43:03.500Z
546,10,2146.74,2022-07-22T14:43:03.500Z
547,34,2816.3,2022-07-22T14:43:03.500Z
548,13,3917.06,2022-07-22T14:43:03.500Z
549,16,1954.46,2022-07-22T14:43:03.500Z
550,24,663,2022-07-22T14:43:03.500Z
551,30,1916.82,2022-07-22T14:43:03.500Z
552,11,353.03,2022-07-22T14:43:03.500Z
553,9,133.77,2022-07-22T14:43:03.500Z
554,15,1578.84,2022-07-22T14:43:03.500Z
555,33,1213.66,2022-07-22T14:43:03.500Z
556,31,2962.77,2022-07-22T14:43:03.500Z
557,27,2414.21,2022-07-22T14:43:03.500Z
558,28,2183.66,2022-07-22T14:43:03.500Z
559,29,3220.46,2022-07-22T14:43:03.500Z
560,10,2373.22,2022-07-23T14:43:03.500Z
561,12,874.02,2022-07-23T14:43:03.500Z
562,15,1529.45,2022-07-23T14:43:03.500Z
563,28,2352.55,2022-07-23T14:43:03.500Z
564,11,337.92,2022-07-23T14:43:03.500Z
565,27,2432.82,2022-07-23T14:43:03.500Z
566,26,420.54,2022-07-23T14:43:03.500Z
567,14,1999.88,2022-07-23T14:43:03.500Z
568,33,1256.64,2022-07-23T14:43:03.500Z
569,18,2377.18,2022-07-23T14:43:03.500Z
570,9,144.45,2022-07-23T14:43:03.500Z
571,16,1825.69,2022-07-23T14:43:03.500Z
572,4,997.87,2022-07-23T14:43:03.500Z
573,13,3601.97,2022-07-23T14:43:03.500Z
574,29,3290.66,2022-07-23T14:43:03.500Z
575,0,1053.74,2022-07-23T14:43:03.500Z
576,21,741.67,2022-07-23T14:43:03.500Z
577,30,2026.71,2022-07-23T14:43:03.500Z
578,1,1542.45,2022-07-23T14:43:03.500Z
579,5,1475.36,2022-07-23T14:43:03.500Z
580,20,4197.54,2022-07-23T14:43:03.500Z
581,3,1119.08,2022-07-23T14:43:03.500Z
582,6,2561.2,2022-07-23T14:43:03.500Z
583,7,688.94,2022-07-23T14:43:03.500Z
584,19,2729.26,2022-07-23T14:43:03.500Z
585,8,1099.08,2022-07-23T14:43:03.500Z
586,2,1047.66,2022-07-23T14:43:03.500Z
587,34,2537.39,2022-07-23T14:43:03.500Z
588,32,3153.98,2022-07-23T14:43:03.500Z
589,31,3088.76,2022-07-23T14:43:03.500Z
590,23,139.23,2022-07-23T14:43:03.500Z
591,24,663.39,2022-07-23T14:43:03.500Z
592,25,3255.47,2022-07-23T14:43:03.500Z
593,22,2402.19,2022-07-23T14:43:03.500Z
594,17,2388.39,2022-07-23T14:43:03.500Z
595,4,938.93,2022-07-24T14:43:03.500Z
596,7,682.07,2022-07-24T14:43:03.500Z
597,23,149.76,2022-07-24T14:43:03.500Z
598,22,2217.61,2022-07-24T14:43:03.500Z
599,34,2431.4,2022-07-24T14:43:03.500Z
600,21,746.83,2022-07-24T14:43:03.500Z
601,33,1216.44,2022-07-24T14:43:03.500Z
602,8,1104.16,2022-07-24T14:43:03.500Z
603,0,1030.44,2022-07-24T14:43:03.500Z
604,20,4259.77,2022-07-24T14:43:03.500Z
605,5,1538.46,2022-07-24T14:43:03.500Z
606,19,2689.52,2022-07-24T14:43:03.500Z
607,31,3135.41,2022-07-24T14:43:03.500Z
608,27,2494.02,2022-07-24T14:43:03.500Z
609,24,624.74,2022-07-24T14:43:03.500Z
610,3,1183.93,2022-07-24T14:43:03.500Z
611,32,2893.12,2022-07-24T14:43:03.500Z
612,28,2165.45,2022-07-24T14:43:03.500Z
613,25,3352.91,2022-07-24T14:43:03.500Z
614,29,3395.36,2022-07-24T14:43:03.500Z
615,30,2241.5,2022-07-24T14:43:03.500Z
616,2,1022.67,2022-07-24T14:43:03.500Z
617,1,1548.07,2022-07-24T14:43:03.500Z
618,26,456.97,2022-07-24T14:43:03.500Z
619,18,2349.22,2022-07-24T14:43:03.500Z
620,13,3787.39,2022-07-24T14:43:03.500Z
621,14,2196.78,2022-07-24T14:43:03.500Z
622,10,2434.37,2022-07-24T14:43:03.500Z
623,9,155,2022-07-24T14:43:03.500Z
624,17,2395.04,2022-07-24T14:43:03.500Z
625,15,1434.93,2022-07-24T14:43:03.500Z
626,16,1805.17,2022-07-24T14:43:03.500Z
627,12,835.44,2022-07-24T14:43:03.500Z
628,6,2625.38,2022-07-24T14:43:03.500Z
629,11,352.32,2022-07-24T14:43:03.500Z
630,18,2476.08,2022-07-25T14:43:03.500Z
631,4,1033.64,2022-07-25T14:43:03.500Z
632,34,2198.51,2022-07-25T14:43:03.500Z
633,2,1056.73,2022-07-25T14:43:03.500Z
634,31,3423.07,2022-07-25T14:43:03.500Z
635,27,2290.66,2022-07-25T14:43:03.500Z
636,13,3533.04,2022-07-25T14:43:03.500Z
637,7,686.93,2022-07-25T14:43:03.500Z
638,9,163.73,2022-07-25T14:43:03.500Z
639,26,461.3,2022-07-25T14:43:03.500Z
640,11,362.81,2022-07-25T14:43:03.500Z
641,8,1051.22,2022-07-25T14:43:03.500Z
642,19,2549.25,2022-07-25T14:43:03.500Z
643,3,1281.47,2022-07-25T14:43:03.500Z
644,30,2391.34,2022-07-25T14:43:03.500Z
645,14,2218.68,2022-07-25T14:43:03.500Z
646,28,2323.63,2022-07-25T14:43:03.500Z
647,17,2582.86,2022-07-25T14:43:03.500Z
648,16,1653.2,2022-07-25T14:43:03.500Z
649,1,1396.02,2022-07-25T14:43:03.500Z
650,6,2573.41,2022-07-25T14:43:03.500Z
651,0,1136.46,2022-07-25T14:43:03.500Z
652,24,579.7,2022-07-25T14:43:03.500Z
653,10,2317.6,2022-07-25T14:43:03.500Z
654,5,1541.57,2022-07-25T14:43:03.500Z
655,29,3232.47,2022-07-25T14:43:03.500Z
656,22,2410.16,2022-07-25T14:43:03.500Z
657,15,1433.41,2022-07-25T14:43:03.500Z
658,12,826.81,2022-07-25T14:43:03.500Z
659,32,3074.67,2022-07-25T14:43:03.500Z
660,33,1109.23,2022-07-25T14:43:03.500Z
661,21,682.96,2022-07-25T14:43:03.500Z
662,20,4375.16,2022-07-25T14:43:03.500Z
663,25,3150.74,2022-07-25T14:43:03.500Z
664,23,159.21,2022-07-25T14:43:03.500Z
665,16,1758.04,2022-07-26T14:43:03.500Z
666,10,2487.64,2022-07-26T14:43:03.500Z
667,13,3637.2,2022-07-26T14:43:03.500Z
668,2,1044.36,2022-07-26T14:43:03.500Z
669,22,2242.94,2022-07-26T14:43:03.500Z
670,0,1163.52,2022-07-26T14:43:03.500Z
671,27,2306.92,2022-07-26T14:43:03.500Z
672,5,1599.69,2022-07-26T14:43:03.500Z
673,4,957.99,2022-07-26T14:43:03.500Z
674,11,383.53,2022-07-26T14:43:03.500Z
675,3,1400.24,2022-07-26T14:43:03.500Z
676,33,1162.86,2022-07-26T14:43:03.500Z
677,1,1537.02,2022-07-26T14:43:03.500Z
678,23,172.04,2022-07-26T14:43:03.500Z
679,15,1308.24,2022-07-26T14:43:03.500Z
680,34,2080.05,2022-07-26T14:43:03.500Z
681,21,686.45,2022-07-26T14:43:03.500Z
682,32,3297.3,2022-07-26T14:43:03.500Z
683,31,3483.52,2022-07-26T14:43:03.500Z
684,26,509.78,2022-07-26T14:43:03.500Z
685,9,156.28,2022-07-26T14:43:03.500Z
686,6,2349.58,2022-07-26T14:43:03.500Z
687,14,2274.22,2022-07-26T14:43:03.500Z
688,8,1009.66,2022-07-26T14:43:03.500Z
689,12,753.07,2022-07-26T14:43:03.500Z
690,7,646.03,2022-07-26T14:43:03.500Z
691,19,2571.49,2022-07-26T14:43:03.500Z
692,29,2978.52,2022-07-26T14:43:03.500Z
693,24,616.59,2022-07-26T14:43:03.500Z
694,25,3492.27,2022-07-26T14:43:03.500Z
695,30,2461.75,2022-07-26T14:43:03.500Z
696,20,4207.71,2022-07-26T14:43:03.500Z
697,18,2575.24,2022-07-26T14:43:03.500Z
698,17,2784.03,2022-07-26T14:43:03.500Z
699,28,2507.84,2022-07-26T14:43:03.500Z
700,9,158.19,2022-07-27T14:43:03.500Z
701,19,2790.76,2022-07-27T14:43:03.500Z
702,1,1619.45,2022-07-27T14:43:03.500Z
703,5,1518.98,2022-07-27T14:43:03.500Z
704,12,780.53,2022-07-27T14:43:03.500Z
705,15,1207.55,2022-07-27T14:43:03.500Z
706,8,1010.24,2022-07-27T14:43:03.500Z
707,16,1733.76,2022-07-27T14:43:03.500Z
708,25,3835.73,2022-07-27T14:43:03.500Z
709,13,3315.6,2022-07-27T14:43:03.500Z
710,24,642.74,2022-07-27T14:43:03.500Z
711,26,527.88,2022-07-27T14:43:03.500Z
712,4,988.52,2022-07-27T14:43:03.500Z
713,23,181.43,2022-07-27T14:43:03.500Z
714,14,2405.76,2022-07-27T14:43:03.500Z
715,34,2010.33,2022-07-27T14:43:03.500Z
716,33,1060.26,2022-07-27T14:43:03.500Z
717,32,3618.54,2022-07-27T14:43:03.500Z
718,2,1046.13,2022-07-27T14:43:03.500Z
719,30,2693.9,2022-07-27T14:43:03.500Z
720,0,1086.46,2022-07-27T14:43:03.500Z
721,29,2820.12,2022-07-27T14:43:03.500Z
722,10,2270.74,2022-07-27T14:43:03.500Z
723,7,662.24,2022-07-27T14:43:03.500Z
724,31,3671.91,2022-07-27T14:43:03.500Z
725,3,1317.03,2022-07-27T14:43:03.500Z
726,6,2205.3,2022-07-27T14:43:03.500Z
727,11,356.77,2022-07-27T14:43:03.500Z
728,28,2737.47,2022-07-27T14:43:03.500Z
729,18,2800.9,2022-07-27T14:43:03.500Z
730,20,4357.02,2022-07-27T14:43:03.500Z
731,21,650.84,2022-07-27T14:43:03.500Z
732,27,2364.49,2022-07-27T14:43:03.500Z
733,17,2618.1,2022-07-27T14:43:03.500Z
734,22,2378.54,2022-07-27T14:43:03.500Z
735,11,364.3,2022-07-28T14:43:03.500Z
736,19,2683.81,2022-07-28T14:43:03.500Z
737,2,981.32,2022-07-28T14:43:03.500Z
738,16,1572.7,2022-07-28T14:43:03.500Z
739,15,1250.13,2022-07-28T14:43:03.500Z
740,12,801.42,2022-07-28T14:43:03.500Z
741,0,1082.99,2022-07-28T14:43:03.500Z
742,3,1257.88,2022-07-28T14:43:03.500Z
743,34,2080.94,2022-07-28T14:43:03.500Z
744,13,3664.64,2022-07-28T14:43:03.500Z
745,20,4363.16,2022-07-28T14:43:03.500Z
746,33,1047.58,2022-07-28T14:43:03.500Z
747,32,3467.02,2022-07-28T14:43:03.500Z
748,30,2608.14,2022-07-28T14:43:03.500Z
749,14,2399.78,2022-07-28T14:43:03.500Z
750,31,3961.16,2022-07-28T14:43:03.500Z
751,4,1001.61,2022-07-28T14:43:03.500Z
752,1,1463.34,2022-07-28T14:43:03.500Z
753,22,2383.44,2022-07-28T14:43:03.500Z
754,7,633.8,2022-07-28T14:43:03.500Z
755,8,1032.9,2022-07-28T14:43:03.500Z
756,26,477.35,2022-07-28T14:43:03.500Z
757,29,2690.16,2022-07-28T14:43:03.500Z
758,6,2006.32,2022-07-28T14:43:03.500Z
759,21,709.17,2022-07-28T14:43:03.500Z
760,27,2197.76,2022-07-28T14:43:03.500Z
761,9,160.87,2022-07-28T14:43:03.500Z
762,23,181.96,2022-07-28T14:43:03.500Z
763,28,2479.56,2022-07-28T14:43:03.500Z
764,24,664.86,2022-07-28T14:43:03.500Z
765,10,2218.89,2022-07-28T14:43:03.500Z
766,5,1491.21,2022-07-28T14:43:03.500Z
767,25,3882.87,2022-07-28T14:43:03.500Z
768,17,2412.51,2022-07-28T14:43:03.500Z
769,18,2796.97,2022-07-28T14:43:03.500Z
770,34,2089.87,2022-07-29T14:43:03.500Z
771,33,1161.65,2022-07-29T14:43:03.500Z
772,27,2293.52,2022-07-29T14:43:03.500Z
773,13,3443.33,2022-07-29T14:43:03.500Z
774,17,2614,2022-07-29T14:43:03.500Z
775,26,463.8,2022-07-29T14:43:03.500Z
776,0,1090.92,2022-07-29T14:43:03.500Z
777,10,2237.58,2022-07-29T14:43:03.500Z
778,9,162.1,2022-07-29T14:43:03.500Z
779,20,4569.54,2022-07-29T14:43:03.500Z
780,6,1907.56,2022-07-29T14:43:03.500Z
781,8,973.72,2022-07-29T14:43:03.500Z
782,7,635.98,2022-07-29T14:43:03.500Z
783,19,2873.86,2022-07-29T14:43:03.500Z
784,29,2980.69,2022-07-29T14:43:03.500Z
785,28,2356.79,2022-07-29T14:43:03.500Z
786,30,2499.92,2022-07-29T14:43:03.500Z
787,21,671.92,2022-07-29T14:43:03.500Z
788,1,1496.13,2022-07-29T14:43:03.500Z
789,32,3649.19,2022-07-29T14:43:03.500Z
790,31,4213.26,2022-07-29T14:43:03.500Z
791,25,4063.56,2022-07-29T14:43:03.500Z
792,22,2200.3,2022-07-29T14:43:03.500Z
793,18,2892.36,2022-07-29T14:43:03.500Z
794,23,196.81,2022-07-29T14:43:03.500Z
795,24,643.36,2022-07-29T14:43:03.500Z
796,15,1237.35,2022-07-29T14:43:03.500Z
797,14,2206.47,2022-07-29T14:43:03.500Z
798,12,739.35,2022-07-29T14:43:03.500Z
799,2,937.69,2022-07-29T14:43:03.500Z
800,16,1627.19,2022-07-29T14:43:03.500Z
801,11,362.21,2022-07-29T14:43:03.500Z
802,5,1369.81,2022-07-29T14:43:03.500Z
803,3,1374.72,2022-07-29T14:43:03.500Z
804,4,1105.01,2022-07-29T14:43:03.500Z
805,27,2379.09,2022-07-30T14:43:03.500Z
806,8,1023.16,2022-07-30T14:43:03.500Z
807,9,150.77,2022-07-30T14:43:03.500Z
808,32,3675.99,2022-07-30T14:43:03.500Z
809,21,719.09,2022-07-30T14:43:03.500Z
810,3,1465.47,2022-07-30T14:43:03.500Z
811,10,2079.82,2022-07-30T14:43:03.500Z
812,19,3095.77,2022-07-30T14:43:03.500Z
813,33,1199.14,2022-07-30T14:43:03.500Z
814,26,511.19,2022-07-30T14:43:03.500Z
815,34,2251.97,2022-07-30T14:43:03.500Z
816,7,698.98,2022-07-30T14:43:03.500Z
817,6,2115.06,2022-07-30T14:43:03.500Z
818,12,757.67,2022-07-30T14:43:03.500Z
819,2,976.86,2022-07-30T14:43:03.500Z
820,15,1216.82,2022-07-30T14:43:03.500Z
821,11,364.14,2022-07-30T14:43:03.500Z
822,31,4362.61,2022-07-30T14:43:03.500Z
823,30,2479.09,2022-07-30T14:43:03.500Z
824,24,712.8,2022-07-30T14:43:03.500Z
825,29,3062.78,2022-07-30T14:43:03.500Z
826,17,2805,2022-07-30T14:43:03.500Z
827,28,2323.23,2022-07-30T14:43:03.500Z
828,1,1654.46,2022-07-30T14:43:03.500Z
829,4,1178.5,2022-07-30T14:43:03.500Z
830,20,4606.14,2022-07-30T14:43:03.500Z
831,25,4246,2022-07-30T14:43:03.500Z
832,18,2636.34,2022-07-30T14:43:03.500Z
833,16,1647.15,2022-07-30T14:43:03.500Z
834,0,998.78,2022-07-30T14:43:03.500Z
835,14,2059.4,2022-07-30T14:43:03.500Z
836,23,215.02,2022-07-30T14:43:03.500Z
837,22,2321.66,2022-07-30T14:43:03.500Z
838,5,1467.08,2022-07-30T14:43:03.500Z
839,13,3451.7,2022-07-30T14:43:03.500Z
840,22,2465.52,2022-07-31T14:43:03.500Z
841,20,4859.42,2022-07-31T14:43:03.500Z
842,33,1306.38,2022-07-31T14:43:03.500Z
843,19,3233.43,2022-07-31T14:43:03.500Z
844,32,3904.91,2022-07-31T14:43:03.500Z
845,21,725.09,2022-07-31T14:43:03.500Z
846,4,1150.72,2022-07-31T14:43:03.500Z
847,31,4348.34,2022-07-31T14:43:03.500Z
848,30,2326.32,2022-07-31T14:43:03.500Z
849,28,2538.36,2022-07-31T14:43:03.500Z
850,34,2169.69,2022-07-31T14:43:03.500Z
851,26,502.92,2022-07-31T14:43:03.500Z
852,27,2379.51,2022-07-31T14:43:03.500Z
853,29,2922.88,2022-07-31T14:43:03.500Z
854,17,3058.6,2022-07-31T14:43:03.500Z
855,24,672.21,2022-07-31T14:43:03.500Z
856,10,2268.68,2022-07-31T14:43:03.500Z
857,7,712.42,2022-07-31T14:43:03.500Z
858,18,2415.84,2022-07-31T14:43:03.500Z
859,9,163.3,2022-07-31T14:43:03.500Z
860,23,237.61,2022-07-31T14:43:03.500Z
861,5,1605.17,2022-07-31T14:43:03.500Z
862,15,1248.39,2022-07-31T14:43:03.500Z
863,25,4253.38,2022-07-31T14:43:03.500Z
864,6,2124.53,2022-07-31T14:43:03.500Z
865,16,1669.48,2022-07-31T14:43:03.500Z
866,2,948.5,2022-07-31T14:43:03.500Z
867,1,1495.5,2022-07-31T14:43:03.500Z
868,8,1072.17,2022-07-31T14:43:03.500Z
869,11,377.25,2022-07-31T14:43:03.500Z
870,12,833.9,2022-07-31T14:43:03.500Z
871,3,1390.31,2022-07-31T14:43:03.500Z
872,14,2219.52,2022-07-31T14:43:03.500Z
873,13,3360.01,2022-07-31T14:43:03.500Z
874,0,1073.07,2022-07-31T14:43:03.500Z
875,2,1003.52,2022-08-01T14:43:03.500Z
876,3,1341.91,2022-08-01T14:43:03.500Z
877,18,2304.36,2022-08-01T14:43:03.500Z
878,15,1177.97,2022-08-01T14:43:03.500Z
879,16,1833.65,2022-08-01T14:43:03.500Z
880,6,2293.25,2022-08-01T14:43:03.500Z
881,9,175.53,2022-08-01T14:43:03.500Z
882,17,3228.53,2022-08-01T14:43:03.500Z
883,0,1107.56,2022-08-01T14:43:03.500Z
884,28,2770.78,2022-08-01T14:43:03.500Z
885,5,1572.73,2022-08-01T14:43:03.500Z
886,33,1345.64,2022-08-01T14:43:03.500Z
887,29,2987.09,2022-08-01T14:43:03.500Z
888,11,411.46,2022-08-01T14:43:03.500Z
889,19,3128.36,2022-08-01T14:43:03.500Z
890,14,2270.48,2022-08-01T14:43:03.500Z
891,12,881.63,2022-08-01T14:43:03.500Z
892,8,975.77,2022-08-01T14:43:03.500Z
893,21,715.95,2022-08-01T14:43:03.500Z
894,20,4669.33,2022-08-01T14:43:03.500Z
895,25,4128.08,2022-08-01T14:43:03.500Z
896,23,222,2022-08-01T14:43:03.500Z
897,24,728,2022-08-01T14:43:03.500Z
898,27,2315.09,2022-08-01T14:43:03.500Z
899,1,1479.63,2022-08-01T14:43:03.500Z
900,4,1274.97,2022-08-01T14:43:03.500Z
901,30,2131.18,2022-08-01T14:43:03.500Z
902,13,3481.64,2022-08-01T14:43:03.500Z
903,22,2610.67,2022-08-01T14:43:03.500Z
904,34,2138.76,2022-08-01T14:43:03.500Z
905,7,751.93,2022-08-01T14:43:03.500Z
906,26,468.74,2022-08-01T14:43:03.500Z
907,10,2307.48,2022-08-01T14:43:03.500Z
908,32,4247.7,2022-08-01T14:43:03.500Z
909,31,4124.62,2022-08-01T14:43:03.500Z
910,14,2481.04,2022-08-02T14:43:03.500Z
911,13,3267.8,2022-08-02T14:43:03.500Z
912,24,673.72,2022-08-02T14:43:03.500Z
913,26,472.26,2022-08-02T14:43:03.500Z
914,22,2434.22,2022-08-02T14:43:03.500Z
915,12,918.67,2022-08-02T14:43:03.500Z
916,29,3015.99,2022-08-02T14:43:03.500Z
917,5,1660.49,2022-08-02T14:43:03.500Z
918,17,3179.13,2022-08-02T14:43:03.500Z
919,34,2079.76,2022-08-02T14:43:03.500Z
920,4,1393.26,2022-08-02T14:43:03.500Z
921,18,2320,2022-08-02T14:43:03.500Z
922,6,2533.05,2022-08-02T14:43:03.500Z
923,19,3425.55,2022-08-02T14:43:03.500Z
924,16,1661.48,2022-08-02T14:43:03.500Z
925,15,1173.89,2022-08-02T14:43:03.500Z
926,0,1074.52,2022-08-02T14:43:03.500Z
927,23,243.65,2022-08-02T14:43:03.500Z
928,10,2280.87,2022-08-02T14:43:03.500Z
929,7,725.2,2022-08-02T14:43:03.500Z
930,20,4331.02,2022-08-02T14:43:03.500Z
931,3,1379.25,2022-08-02T14:43:03.500Z
932,31,4005.39,2022-08-02T14:43:03.500Z
933,1,1358.81,2022-08-02T14:43:03.500Z
934,21,656.13,2022-08-02T14:43:03.500Z
935,2,940.87,2022-08-02T14:43:03.500Z
936,9,189.82,2022-08-02T14:43:03.500Z
937,11,407.79,2022-08-02T14:43:03.500Z
938,8,1034.98,2022-08-02T14:43:03.500Z
939,25,3930.24,2022-08-02T14:43:03.500Z
940,27,2326.34,2022-08-02T14:43:03.500Z
941,30,2205.18,2022-08-02T14:43:03.500Z
942,33,1451.79,2022-08-02T14:43:03.500Z
943,32,4687.69,2022-08-02T14:43:03.500Z
944,28,3016.92,2022-08-02T14:43:03.500Z
945,10,2412.93,2022-08-03T14:43:03.500Z
946,17,3226.09,2022-08-03T14:43:03.500Z
947,26,429.8,2022-08-03T14:43:03.500Z
948,19,3632.54,2022-08-03T14:43:03.500Z
949,31,3733.52,2022-08-03T14:43:03.500Z
950,27,2341.3,2022-08-03T14:43:03.500Z
951,4,1515.56,2022-08-03T14:43:03.500Z
952,28,2970.84,2022-08-03T14:43:03.500Z
953,9,207.91,2022-08-03T14:43:03.500Z
954,13,3088.66,2022-08-03T14:43:03.500Z
955,14,2312.7,2022-08-03T14:43:03.500Z
956,16,1587.82,2022-08-03T14:43:03.500Z
957,29,3027.68,2022-08-03T14:43:03.500Z
958,11,446.49,2022-08-03T14:43:03.500Z
959,21,628.68,2022-08-03T14:43:03.500Z
960,30,2039.83,2022-08-03T14:43:03.500Z
961,34,1927.14,2022-08-03T14:43:03.500Z
962,33,1483.06,2022-08-03T14:43:03.500Z
963,18,2098.11,2022-08-03T14:43:03.500Z
964,2,1029.82,2022-08-03T14:43:03.500Z
965,32,4690.9,2022-08-03T14:43:03.500Z
966,20,4692.49,2022-08-03T14:43:03.500Z
967,22,2399.29,2022-08-03T14:43:03.500Z
968,24,678.76,2022-08-03T14:43:03.500Z
969,25,3955,2022-08-03T14:43:03.500Z
970,7,753.6,2022-08-03T14:43:03.500Z
971,1,1479.09,2022-08-03T14:43:03.500Z
972,23,225.2,2022-08-03T14:43:03.500Z
973,3,1260.78,2022-08-03T14:43:03.500Z
974,5,1622.94,2022-08-03T14:43:03.500Z
975,8,998.8,2022-08-03T14:43:03.500Z
976,15,1128.16,2022-08-03T14:43:03.500Z
977,6,2354.98,2022-08-03T14:43:03.500Z
978,0,1093.82,2022-08-03T14:43:03.500Z
979,12,915.1,2022-08-03T14:43:03.500Z
980,15,1138.21,2022-08-04T14:43:03.500Z
981,27,2160.22,2022-08-04T14:43:03.500Z
982,8,955.95,2022-08-04T14:43:03.500Z
983,1,1396.57,2022-08-04T14:43:03.500Z
984,4,1489.23,2022-08-04T14:43:03.500Z
985,16,1715.16,2022-08-04T14:43:03.500Z
986,23,222.45,2022-08-04T14:43:03.500Z
987,3,1335.4,2022-08-04T14:43:03.500Z
988,6,2208.58,2022-08-04T14:43:03.500Z
989,0,1151.99,2022-08-04T14:43:03.500Z
990,10,2339.53,2022-08-04T14:43:03.500Z
991,26,431.39,2022-08-04T14:43:03.500Z
992,25,3583.89,2022-08-04T14:43:03.500Z
993,29,3243.99,2022-08-04T14:43:03.500Z
994,24,624.41,2022-08-04T14:43:03.500Z
995,14,2443.73,2022-08-04T14:43:03.500Z
996,22,2276.94,2022-08-04T14:43:03.500Z
997,19,3297.14,2022-08-04T14:43:03.500Z
998,2,948.92,2022-08-04T14:43:03.500Z
999,12,904.46,2022-08-04T14:43:03.500Z
1000,21,690.35,2022-08-04T14:43:03.500Z
1001,33,1481.1,2022-08-04T14:43:03.500Z
1002,7,727.92,2022-08-04T14:43:03.500Z
1003,13,3285.11,2022-08-04T14:43:03.500Z
1004,20,5166.95,2022-08-04T14:43:03.500Z
1005,28,2859.48,2022-08-04T14:43:03.500Z
1006,18,2200.52,2022-08-04T14:43:03.500Z
1007,11,436.76,2022-08-04T14:43:03.500Z
1008,31,3732.55,2022-08-04T14:43:03.500Z
1009,9,188.66,2022-08-04T14:43:03.500Z
1010,5,1717.5,2022-08-04T14:43:03.500Z
1011,17,3111.75,2022-08-04T14:43:03.500Z
1012,30,2033.96,2022-08-04T14:43:03.500Z
1013,32,5191.14,2022-08-04T14:43:03.500Z
1014,34,1824.67,2022-08-04T14:43:03.500Z
1015,31,4024.07,2022-08-05T14:43:03.500Z
1016,16,1676.79,2022-08-05T14:43:03.500Z
1017,18,2124.29,2022-08-05T14:43:03.500Z
1018,14,2258.09,2022-08-05T14:43:03.500Z
1019,13,3442.97,2022-08-05T14:43:03.500Z
1020,5,1766.44,2022-08-05T14:43:03.500Z
1021,27,2121.26,2022-08-05T14:43:03.500Z
1022,32,5219.33,2022-08-05T14:43:03.500Z
1023,6,2231.53,2022-08-05T14:43:03.500Z
1024,15,1034.03,2022-08-05T14:43:03.500Z
1025,30,1935.57,2022-08-05T14:43:03.500Z
1026,26,458.95,2022-08-05T14:43:03.500Z
1027,0,1270.34,2022-08-05T14:43:03.500Z
1028,17,3141.22,2022-08-05T14:43:03.500Z
1029,34,1700.92,2022-08-05T14:43:03.500Z
1030,2,987.17,2022-08-05T14:43:03.500Z
1031,28,3060.07,2022-08-05T14:43:03.500Z
1032,29,3488.33,2022-08-05T14:43:03.500Z
1033,4,1484.34,2022-08-05T14:43:03.500Z
1034,33,1537.48,2022-08-05T14:43:03.500Z
1035,25,3683.11,2022-08-05T14:43:03.500Z
1036,24,581.88,2022-08-05T14:43:03.500Z
1037,20,4982.96,2022-08-05T14:43:03.500Z
1038,10,2418.84,2022-08-05T14:43:03.500Z
1039,19,3454.71,2022-08-05T14:43:03.500Z
1040,1,1422.12,2022-08-05T14:43:03.500Z
1041,21,668.75,2022-08-05T14:43:03.500Z
1042,22,2201.8,2022-08-05T14:43:03.500Z
1043,23,207.95,2022-08-05T14:43:03.500Z
1044,12,925.52,2022-08-05T14:43:03.500Z
1045,7,676.08,2022-08-05T14:43:03.500Z
1046,11,446.42,2022-08-05T14:43:03.500Z
1047,3,1348.4,2022-08-05T14:43:03.500Z
1048,9,171.05,2022-08-05T14:43:03.500Z
1049,8,980.64,2022-08-05T14:43:03.500Z
1050,16,1530.06,2022-08-06T14:43:03.500Z
1051,18,1946.56,2022-08-06T14:43:03.500Z
1052,5,1940.98,2022-08-06T14:43:03.500Z
1053,20,4734.21,2022-08-06T14:43:03.500Z
1054,8,1015.9,2022-08-06T14:43:03.500Z
1055,27,2042.94,2022-08-06T14:43:03.500Z
1056,0,1199.09,2022-08-06T14:43:03.500Z
1057,17,2957.26,2022-08-06T14:43:03.500Z
1058,7,652.99,2022-08-06T14:43:03.500Z
1059,9,156.48,2022-08-06T14:43:03.500Z
1060,34,1693.74,2022-08-06T14:43:03.500Z
1061,15,1075.36,2022-08-06T14:43:03.500Z
1062,25,3941.53,2022-08-06T14:43:03.500Z
1063,11,423.66,2022-08-06T14:43:03.500Z
1064,24,584.46,2022-08-06T14:43:03.500Z
1065,32,4725.13,2022-08-06T14:43:03.500Z
1066,33,1668.74,2022-08-06T14:43:03.500Z
1067,23,191.71,2022-08-06T14:43:03.500Z
1068,22,2061.32,2022-08-06T14:43:03.500Z
1069,4,1348.43,2022-08-06T14:43:03.500Z
1070,19,3502.82,2022-08-06T14:43:03.500Z
1071,21,609,2022-08-06T14:43:03.500Z
1072,6,2363.05,2022-08-06T14:43:03.500Z
1073,3,1393.96,2022-08-06T14:43:03.500Z
1074,13,3207.2,2022-08-06T14:43:03.500Z
1075,26,493.37,2022-08-06T14:43:03.500Z
1076,28,2793.47,2022-08-06T14:43:03.500Z
1077,2,1060.61,2022-08-06T14:43:03.500Z
1078,29,3548.28,2022-08-06T14:43:03.500Z
1079,10,2461.06,2022-08-06T14:43:03.500Z
1080,14,2433.32,2022-08-06T14:43:03.500Z
1081,31,4461.26,2022-08-06T14:43:03.500Z
1082,12,998.7,2022-08-06T14:43:03.500Z
1083,30,2144.03,2022-08-06T14:43:03.500Z
